	
380	0.0355
385	0.0440
390	0.0531
395	0.0625
400	0.0930
405	0.3836
410	0.1123
415	0.1012
420	0.1132
425	0.1296
430	0.1493
435	1.0000
440	0.3642
445	0.2252
450	0.2522
455	0.2774
460	0.3003
465	0.3179
470	0.3323
475	0.3434
480	0.3513
485	0.3569
490	0.3601
495	0.3613
500	0.3622
505	0.3648
510	0.3680
515	0.3718
520	0.3745
525	0.3730
530	0.3695
535	0.3645
540	0.3584
545	0.8493
550	0.4842
555	0.3457
560	0.3449
565	0.3452
570	0.3472
575	0.4284
580	0.4724
585	0.3619
590	0.3674
595	0.3730
600	0.3789
605	0.3848
610	0.3912
615	0.3991
620	0.4067
625	0.4126
630	0.4164
635	0.4152
640	0.4144
645	0.4205
650	0.4252
655	0.4240
660	0.4106
665	0.3689
670	0.3223
675	0.2927
680	0.2704
685	0.2528
690	0.2367
695	0.2167
700	0.1968
705	0.1806
710	0.1651
715	0.1475
720	0.1308
725	0.1179
730	0.1073
735	0.0985
740	0.0906
745	0.0836
750	0.0777
755	0.0736
760	0.0695
765	0.0630
770	0.0554
775	0.0472
780	0.0387
