	
380	0
385	0
390	0
395	0
400	0,031216558
405	0,176418283
410	0,027123651
415	0,017461121
420	0,022217561
425	0,028700239
430	0,04845576
435	0,436915287
440	0,129144463
445	0,048991581
450	0,049391471
455	0,04758719
460	0,044163918
465	0,042174272
470	0,037145634
475	0,032902331
480	0,049014338
485	0,162794674
490	0,175172223
495	0,099797644
500	0,048189426
505	0,01970956
510	0,011908578
515	0,008156005
520	0,005648984
525	0,005353678
530	0,013554981
535	0,064799017
540	0,509601228
545	0,949176991
550	0,425845606
555	0,091343285
560	0,027453774
565	0,0178
570	0,0121
575	0,0583
580	0,1628
585	0,2033
590	0,173999791
595	0,142719745
600	0,10551516
605	0,085800347
610	0,849910421
615	0,695762542
620	0,174823721
625	0,182401946
630	0,196591768
635	0,073362244
640	0,028290897
645	0,02896525
650	0,055266608
655	0,04312984
660	0,033888041
665	0,032856674
670	0,021199335
675	0,017292692
680	0,018839664
685	0,027492026
690	0,030516438
695	0,020380263
700	0,009129034
705	0,057416353
710	0,109109308
715	0,039641204
720	0,004475618
725	0,003815381
730	0,003357979
735	0,00287947
740	0,00480431
745	0,00383078
750	0,00452299
755	0,002241563
760	0,002852022
765	0,007962276
770	0,00244285
775	0,002999318
780	0,000529051
